Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Ring_ID,Distance_to_Center_m,Ring_Radius_m
4,109.23388693,-0.44908123,19.69,0.4255428314208984,Abnormal,Abnormal,Monitor,D010A,0.4255428314208984,Abnormal,Sub-Optimal,Monitor,D10,RING-001,19.581,5.0
47,109.23397945,-0.44909933,15.99,0.396335244178772,Abnormal,Abnormal,Monitor,D010A,0.396335244178772,Abnormal,Sub-Optimal,Monitor,D10,RING-001,10.025,5.0
62,109.2340163,-0.44901705,15.24,0.3685128390789032,Suspect,Suspect,Priority Survey,D010A,0.3685128390789032,Suspect,Critical,Priority Survey,D10,RING-001,7.162,5.0
53,109.23411421,-0.44903109,15.86,0.4135076999664306,Abnormal,Abnormal,Monitor,D010A,0.4135076999664306,Abnormal,Sub-Optimal,Monitor,D10,RING-001,6.798,5.0
31,109.23421885,-0.4490284,17.13,0.4261933267116546,Abnormal,Abnormal,Monitor,D010A,0.4261933267116546,Abnormal,Sub-Optimal,Monitor,D10,RING-001,17.883,5.0
58,109.23419368,-0.44910617,15.59,0.3658505976200104,Suspect,Suspect,Priority Survey,D010A,0.3658505976200104,Suspect,Critical,Priority Survey,D10,RING-001,15.436,5.0
41,109.23426914,-0.44910709,16.64,0.3965404033660888,Abnormal,Abnormal,Monitor,D010A,0.3965404033660888,Abnormal,Sub-Optimal,Monitor,D10,RING-001,23.586,5.0
49,109.23381643,-0.44903192,15.95,0.3438244163990021,Suspect,Suspect,Priority Survey,D010A,0.3438244163990021,Suspect,Critical,Priority Survey,D10,RING-001,27.534,5.0
7,109.23441892,-0.44443643,19.38,0.3482896685600281,Suspect,Suspect,Priority Survey,D010A,0.3482896685600281,Suspect,Critical,Priority Survey,D10,RING-002,10.633,5.0
43,109.23451594,-0.44442062,16.48,0.3882954716682434,Suspect,Suspect,Priority Survey,D010A,0.3882954716682434,Suspect,Critical,Priority Survey,D10,RING-002,5.005,5.0
50,109.23459317,-0.44447174,15.93,0.3952541947364807,Abnormal,Abnormal,Monitor,D010A,0.3952541947364807,Abnormal,Sub-Optimal,Monitor,D10,RING-002,9.287,5.0
45,109.23451187,-0.44453321,16.39,0.3209181129932403,Suspect,Suspect,Priority Survey,D010A,0.3209181129932403,Suspect,Critical,Priority Survey,D10,RING-002,7.488,5.0
