Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Ring_ID,Distance_to_Center_m,Ring_Radius_m
37,109.23301736,-0.43134794,10.82,0.3378156423568725,Suspect,Suspect,Priority Survey,D005A,0.3378156423568725,Suspect,Critical,Priority Survey,D05,RING-001,11.206,5.0
970,109.23310719,-0.43130139,4.48,0.1836131364107132,Suspect,Suspect,Priority Survey,D005A,0.1836131364107132,Suspect,Critical,Priority Survey,D05,RING-001,1.188,5.0
800,109.23320915,-0.43128469,5.7,0.3130924999713897,Suspect,Suspect,Priority Survey,D005A,0.3130924999713897,Suspect,Critical,Priority Survey,D05,RING-001,11.291,5.0
60,109.23220397,-0.43134911,10.41,0.4151796698570251,Abnormal,Abnormal,Monitor,D005A,0.4151796698570251,Abnormal,Sub-Optimal,Monitor,D05,RING-002,10.96,5.0
1084,109.2321267,-0.43142279,3.69,0.3742510080337524,Suspect,Suspect,Priority Survey,D005A,0.3742510080337524,Suspect,Critical,Priority Survey,D05,RING-002,3.13,5.0
1176,109.23202116,-0.43141644,3.04,0.4080663919448852,Abnormal,Abnormal,Monitor,D005A,0.4080663919448852,Abnormal,Sub-Optimal,Monitor,D05,RING-002,10.933,5.0
276,109.23140992,-0.43320138,8.78,0.4274141788482666,Abnormal,Abnormal,Monitor,D005A,0.4274141788482666,Abnormal,Sub-Optimal,Monitor,D05,RING-003,3.462,5.0
741,109.23137357,-0.43309918,6.13,0.4238254725933075,Abnormal,Abnormal,Monitor,D005A,0.4238254725933075,Abnormal,Sub-Optimal,Monitor,D05,RING-003,10.864,5.0
1308,109.23135376,-0.43329134,1.92,0.3912952244281769,Abnormal,Abnormal,Monitor,D005A,0.3912952244281769,Abnormal,Sub-Optimal,Monitor,D05,RING-003,10.771,5.0
346,109.23304724,-0.43996139,8.41,0.3435248136520386,Suspect,Suspect,Priority Survey,D005A,0.3435248136520386,Suspect,Critical,Priority Survey,D05,RING-004,10.516,5.0
