Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Ring_ID,Distance_to_Center_m,Ring_Radius_m
3,109.23983995,-0.43052101,19.7,0.3886469602584839,Suspect,Suspect,Priority Survey,D004A,0.3886469602584839,Suspect,Critical,Priority Survey,D04,RING-001,9.134,5.0
17,109.23992843,-0.43054093,17.58,0.3884183466434479,Suspect,Suspect,Priority Survey,D004A,0.3884183466434479,Suspect,Critical,Priority Survey,D04,RING-001,2.218,5.0
25,109.23999761,-0.43050387,16.09,0.3339700996875763,Suspect,Suspect,Priority Survey,D004A,0.3339700996875763,Suspect,Critical,Priority Survey,D04,RING-001,8.651,5.0
5,109.23990906,-0.43078463,19.35,0.3719725608825683,Suspect,Suspect,Priority Survey,D004A,0.3719725608825683,Suspect,Critical,Priority Survey,D04,RING-002,8.653,5.0
11,109.23992881,-0.43085924,18.69,0.4149933755397796,Abnormal,Abnormal,Monitor,D004A,0.4149933755397796,Abnormal,Sub-Optimal,Monitor,D04,RING-002,3.846,5.0
7,109.23988253,-0.43093655,19.2,0.3771249055862427,Suspect,Suspect,Priority Survey,D004A,0.3771249055862427,Suspect,Critical,Priority Survey,D04,RING-002,8.4,5.0
6,109.23985694,-0.43086556,19.29,0.4245804846286773,Abnormal,Abnormal,Monitor,D004A,0.4245804846286773,Abnormal,Sub-Optimal,Monitor,D04,RING-002,4.187,5.0
12,109.24059041,-0.43076625,18.3,0.3623100519180298,Suspect,Suspect,Priority Survey,D004A,0.3623100519180298,Suspect,Critical,Priority Survey,D04,RING-003,17.098,5.0
27,109.24055401,-0.43084085,16.05,0.3939577341079712,Abnormal,Abnormal,Monitor,D004A,0.3939577341079712,Abnormal,Sub-Optimal,Monitor,D04,RING-003,8.937,5.0
715,109.24063844,-0.43086393,6.63,0.2494009137153625,Suspect,Suspect,Priority Survey,D004A,0.2494009137153625,Suspect,Critical,Priority Survey,D04,RING-003,9.674,5.0
23,109.24054276,-0.43092856,16.48,0.4043567180633545,Abnormal,Abnormal,Monitor,D004A,0.4043567180633545,Abnormal,Sub-Optimal,Monitor,D04,RING-003,3.345,5.0
119,109.24056834,-0.43101719,12.75,0.3238673508167267,Suspect,Suspect,Priority Survey,D004A,0.3238673508167267,Suspect,Critical,Priority Survey,D04,RING-003,10.776,5.0
24,109.24053508,-0.43110174,16.11,0.4107091426849365,Abnormal,Abnormal,Monitor,D004A,0.4107091426849365,Abnormal,Sub-Optimal,Monitor,D04,RING-003,20.521,5.0
20,109.23932475,-0.4307221,16.97,0.3833774328231811,Suspect,Suspect,Priority Survey,D004A,0.3833774328231811,Suspect,Critical,Priority Survey,D04,RING-004,10.25,5.0
1389,109.23942355,-0.43074111,2.6,0.4191972017288208,Abnormal,Abnormal,Monitor,D004A,0.4191972017288208,Abnormal,Sub-Optimal,Monitor,D04,RING-004,1.026,5.0
1311,109.23949901,-0.4307452,3.66,0.3947901427745819,Abnormal,Abnormal,Monitor,D004A,0.3947901427745819,Abnormal,Sub-Optimal,Monitor,D04,RING-004,9.32,5.0
28,109.24056116,-0.42904581,16.02,0.4157485961914062,Abnormal,Abnormal,Monitor,D004A,0.4157485961914062,Abnormal,Sub-Optimal,Monitor,D04,RING-005,0.44,5.0
718,109.24063166,-0.42909828,6.6,0.2927770316600799,Suspect,Suspect,Priority Survey,D004A,0.2927770316600799,Suspect,Critical,Priority Survey,D04,RING-005,10.199,5.0
115,109.24048122,-0.42898611,12.83,0.4246365427970886,Abnormal,Abnormal,Monitor,D004A,0.4246365427970886,Abnormal,Sub-Optimal,Monitor,D04,RING-005,10.639,5.0
35,109.23866383,-0.42979368,15.26,0.405288428068161,Abnormal,Abnormal,Monitor,D004A,0.405288428068161,Abnormal,Sub-Optimal,Monitor,D04,RING-006,6.403,5.0
735,109.23871637,-0.42985383,6.52,0.412544697523117,Abnormal,Abnormal,Monitor,D004A,0.412544697523117,Abnormal,Sub-Optimal,Monitor,D04,RING-006,5.158,5.0
593,109.23863012,-0.42990626,7.46,0.4219412207603454,Abnormal,Abnormal,Monitor,D004A,0.4219412207603454,Abnormal,Sub-Optimal,Monitor,D04,RING-006,7.535,5.0
69,109.23953329,-0.43011039,14.01,0.3899418115615845,Suspect,Suspect,Priority Survey,D004A,0.3899418115615845,Suspect,Critical,Priority Survey,D04,RING-007,8.808,5.0
196,109.23946279,-0.43005521,11.45,0.3698650896549225,Suspect,Suspect,Priority Survey,D004A,0.3698650896549225,Suspect,Critical,Priority Survey,D04,RING-007,10.284,5.0
208,109.23945647,-0.43018,11.32,0.388358473777771,Suspect,Suspect,Priority Survey,D004A,0.388358473777771,Suspect,Critical,Priority Survey,D04,RING-007,3.601,5.0
264,109.23940211,-0.43024736,10.53,0.4268004894256592,Abnormal,Abnormal,Monitor,D004A,0.4268004894256592,Abnormal,Sub-Optimal,Monitor,D04,RING-007,12.923,5.0
79,109.23847777,-0.43032446,13.74,0.3683778643608093,Suspect,Suspect,Priority Survey,D004A,0.3683778643608093,Suspect,Critical,Priority Survey,D04,RING-008,7.499,5.0
130,109.23843872,-0.43022589,12.49,0.3855707347393036,Suspect,Suspect,Priority Survey,D004A,0.3855707347393036,Suspect,Critical,Priority Survey,D04,RING-008,8.122,5.0
459,109.23853528,-0.43020918,8.61,0.4246188402175903,Abnormal,Abnormal,Monitor,D004A,0.4246188402175903,Abnormal,Sub-Optimal,Monitor,D04,RING-008,6.823,5.0
131,109.23855862,-0.43028605,12.46,0.3939578533172607,Abnormal,Abnormal,Monitor,D004A,0.3939578533172607,Abnormal,Sub-Optimal,Monitor,D04,RING-008,6.806,5.0
102,109.23938791,-0.42556172,13.08,0.3355421423912048,Suspect,Suspect,Priority Survey,D004A,0.3355421423912048,Suspect,Critical,Priority Survey,D04,RING-009,4.783,5.0
585,109.23933624,-0.4256431,7.54,0.4262862205505371,Abnormal,Abnormal,Monitor,D004A,0.4262862205505371,Abnormal,Sub-Optimal,Monitor,D04,RING-009,7.224,5.0
874,109.23944269,-0.42561012,5.81,0.4189689755439758,Abnormal,Abnormal,Monitor,D004A,0.4189689755439758,Abnormal,Sub-Optimal,Monitor,D04,RING-009,6.009,5.0
117,109.24031604,-0.43050078,12.78,0.4163769483566284,Abnormal,Abnormal,Monitor,D004A,0.4163769483566284,Abnormal,Sub-Optimal,Monitor,D04,RING-010,7.412,5.0
172,109.24026036,-0.43044289,11.88,0.3893201351165771,Suspect,Suspect,Priority Survey,D004A,0.3893201351165771,Suspect,Critical,Priority Survey,D04,RING-010,3.624,5.0
514,109.24018715,-0.43048176,8.11,0.4275070428848266,Abnormal,Abnormal,Monitor,D004A,0.4275070428848266,Abnormal,Sub-Optimal,Monitor,D04,RING-010,7.535,5.0
137,109.23981016,-0.42923464,12.39,0.3578250408172607,Suspect,Suspect,Priority Survey,D004A,0.3578250408172607,Suspect,Critical,Priority Survey,D04,RING-011,7.137,5.0
146,109.23988337,-0.42920843,12.27,0.3253670632839203,Suspect,Suspect,Priority Survey,D004A,0.3253670632839203,Suspect,Critical,Priority Survey,D04,RING-011,7.121,5.0
192,109.23983798,-0.42932191,11.5,0.4264048933982849,Abnormal,Abnormal,Monitor,D004A,0.4264048933982849,Abnormal,Sub-Optimal,Monitor,D04,RING-011,6.444,5.0
143,109.23992422,-0.42931424,12.29,0.402868390083313,Abnormal,Abnormal,Monitor,D004A,0.402868390083313,Abnormal,Sub-Optimal,Monitor,D04,RING-011,8.316,5.0
160,109.23922274,-0.42504081,12.1,0.4293785393238067,Abnormal,Abnormal,Monitor,D004A,0.4293785393238067,Abnormal,Sub-Optimal,Monitor,D04,RING-012,16.549,5.0
315,109.23930134,-0.42506705,10.01,0.411926120519638,Abnormal,Abnormal,Monitor,D004A,0.411926120519638,Abnormal,Sub-Optimal,Monitor,D04,RING-012,9.137,5.0
814,109.23936512,-0.42501507,6.07,0.3107208907604217,Suspect,Suspect,Priority Survey,D004A,0.3107208907604217,Suspect,Critical,Priority Survey,D04,RING-012,0.966,5.0
759,109.23943295,-0.42498388,6.4,0.4118116497993469,Abnormal,Abnormal,Monitor,D004A,0.4118116497993469,Abnormal,Sub-Optimal,Monitor,D04,RING-012,8.161,5.0
711,109.23952906,-0.4250038,6.67,0.3867695331573486,Suspect,Suspect,Priority Survey,D004A,0.3867695331573486,Suspect,Critical,Priority Survey,D04,RING-012,17.795,5.0
204,109.24021667,-0.43099586,11.35,0.3959066271781921,Abnormal,Abnormal,Monitor,D004A,0.3959066271781921,Abnormal,Sub-Optimal,Monitor,D04,RING-013,8.791,5.0
227,109.24024768,-0.43089865,11.06,0.4053942263126373,Abnormal,Abnormal,Monitor,D004A,0.4053942263126373,Abnormal,Sub-Optimal,Monitor,D04,RING-013,5.195,5.0
627,109.24035098,-0.43092219,7.26,0.383009135723114,Suspect,Suspect,Priority Survey,D004A,0.383009135723114,Suspect,Critical,Priority Survey,D04,RING-013,9.008,5.0
