Tree_ID,Longitude,Latitude,Height_m,NDRE_Value,Classification,Health_Status,Action,Block_Name,NDRE_Absolute,Classification_Abs,Health_Status_Abs,Action_Abs,Block_Name_Legacy,Ring_ID,Distance_to_Center_m,Ring_Radius_m
41,109.23515229,-0.43108317,11.94,0.4284064471721649,Abnormal,Abnormal,Monitor,D002A,0.4284064471721649,Abnormal,Sub-Optimal,Monitor,D02,RING-001,6.51,5.0
186,109.23524166,-0.43114377,9.62,0.3954316675662994,Abnormal,Abnormal,Monitor,D002A,0.3954316675662994,Abnormal,Sub-Optimal,Monitor,D02,RING-001,17.652,5.0
206,109.23509842,-0.43099589,9.41,0.3936198651790619,Abnormal,Abnormal,Monitor,D002A,0.3936198651790619,Abnormal,Sub-Optimal,Monitor,D02,RING-001,5.194,5.0
266,109.23517478,-0.4309534,8.76,0.4048958420753479,Abnormal,Abnormal,Monitor,D002A,0.4048958420753479,Abnormal,Sub-Optimal,Monitor,D02,RING-001,9.443,5.0
825,109.23499692,-0.43096195,5.1,0.4240998923778534,Abnormal,Abnormal,Monitor,D002A,0.4240998923778534,Abnormal,Sub-Optimal,Monitor,D02,RING-001,16.78,5.0
42,109.23367575,-0.43015185,11.87,0.3547106683254242,Suspect,Suspect,Priority Survey,D002A,0.3547106683254242,Suspect,Critical,Priority Survey,D02,RING-002,9.76,5.0
67,109.23371615,-0.43024093,11.17,0.4082520306110382,Abnormal,Abnormal,Monitor,D002A,0.4082520306110382,Abnormal,Sub-Optimal,Monitor,D02,RING-002,3.498,5.0
62,109.23381541,-0.43025587,11.27,0.4285041987895965,Abnormal,Abnormal,Monitor,D002A,0.4285041987895965,Abnormal,Sub-Optimal,Monitor,D02,RING-002,9.89,5.0
43,109.23546631,-0.42683213,11.85,0.3865494728088379,Suspect,Suspect,Priority Survey,D002A,0.3865494728088379,Suspect,Critical,Priority Survey,D02,RING-003,21.485,5.0
1096,109.235509,-0.4267503,4.34,0.4125219881534576,Abnormal,Abnormal,Monitor,D002A,0.4125219881534576,Abnormal,Sub-Optimal,Monitor,D02,RING-003,11.736,5.0
1404,109.23555483,-0.42665491,3.46,0.423313707113266,Abnormal,Abnormal,Monitor,D002A,0.423313707113266,Abnormal,Sub-Optimal,Monitor,D02,RING-003,5.211,5.0
858,109.23550051,-0.42656492,4.99,0.3879668116569519,Suspect,Suspect,Priority Survey,D002A,0.3879668116569519,Suspect,Critical,Priority Survey,D02,RING-003,16.627,5.0
1023,109.23562534,-0.42666939,4.51,0.4230825304985046,Abnormal,Abnormal,Monitor,D002A,0.4230825304985046,Abnormal,Sub-Optimal,Monitor,D02,RING-003,4.107,5.0
1487,109.23567926,-0.42659616,3.14,0.3881991505622864,Suspect,Suspect,Priority Survey,D002A,0.3881991505622864,Suspect,Critical,Priority Survey,D02,RING-003,13.789,5.0
1174,109.23571521,-0.42650935,4.12,0.4158496856689453,Abnormal,Abnormal,Monitor,D002A,0.4158496856689453,Abnormal,Sub-Optimal,Monitor,D02,RING-003,23.732,5.0
1018,109.23565856,-0.42675983,4.52,0.4274126589298248,Abnormal,Abnormal,Monitor,D002A,0.4274126589298248,Abnormal,Sub-Optimal,Monitor,D02,RING-003,11.207,5.0
969,109.23561453,-0.42682086,4.67,0.4220157563686371,Abnormal,Abnormal,Monitor,D002A,0.4220157563686371,Abnormal,Sub-Optimal,Monitor,D02,RING-003,15.322,5.0
54,109.23366151,-0.42364542,11.45,0.4105787277221679,Abnormal,Abnormal,Monitor,D002A,0.4105787277221679,Abnormal,Sub-Optimal,Monitor,D02,RING-004,10.075,5.0
255,109.23364447,-0.42354594,8.83,0.4102801382541656,Abnormal,Abnormal,Monitor,D002A,0.4102801382541656,Abnormal,Sub-Optimal,Monitor,D02,RING-004,1.257,5.0
